Source,Abbreviation,Content,Rating,,,,
Ehsan,Ehsan,اتمنى وجود خيارات اختيار التطبيق عند الضغط على لينك التبرع شاكرين لكم جهودكم,5,اتمني وجود خيارات اختيار التطبيق عند الضغط علي لينك التبرع شاكرين لكم جهودكم,أتمنى وجود خيار اختيار تطبيق عند ضغط علي لينك تبرع شاكر ل جهد,ar,
Ehsan,Ehsan,"اتمني حل مشكلة الدفع الدوري 
وشكرا علي جهودكم",5,اتمني حل مشكله الدفع الدوري وشكرا علي جهودكم,أتمنى حل مشكل دفع دوري شكر علي جهد,ar,
Ehsan,Ehsan,اجمل برنامج يسر لنا فعل االخير ❤️,5,اجمل برنامج يسر لنا فعل االخير,أجمل برنامج يسر ل فعل االخير,ar,
Ehsan,Ehsan,"احسان وحسن وجمال
رائع بمعنى الكلمة

اتمنى يكون مثلة في باقي دول الخليج والدول العربية
فعلا السعودية قائدة التقنية الرقمية في الشرق الاوسط

الله يبارك السعودية الحبيبة",5,احسان وحسن وجمال راءع بمعني الكلمه اتمني يكون مثله في باقي دول الخليج والدول العربيه فعلا السعوديه قاءده التقنيه الرقميه في الشرق الاوسط الله يبارك السعوديه الحبيبه,إحسان حسن جمال راءع معنى كلم أتمنى كان مثل في باقي دولة خليج دولة عربيه فعل السعوديه قاءد تقني رقميه في شرق أوسط الله بارى السعوديه حبيبه,ar,
Ehsan,Ehsan,اخيرًا تطبيق🙏🏻,5,اخيرا تطبيق,أخير تطبيق,ar,
Ehsan,Ehsan,افضل شيء فعلو خدمة التبرع اليومي فيها خير وبركة ما الله بها عليم لا اوصيكم لو ريال فقط اللي تقدرون عليه,5,افضل شيء فعلو خدمه التبرع اليومي فيها خير وبركه ما الله بها عليم لا اوصيكم لو ريال فقط اللي تقدرون عليه,أفضل شيء علو خدم تبرع يومي في خير بر ما الله ب عليم لا اوصي لو ريال فقط لي قدر على,ar,
Ehsan,Ehsan,الان اتبرع وانا مرتاح جهة موثوقة ويتم الاشراف عليها جزاكم الله خيراً والى الامام,5,الان اتبرع وانا مرتاح جهه موثوقه ويتم الاشراف عليها جزاكم الله خيرا والي الامام,الان اتبرع أنا مرتاح جه موثوق تم إشراف على جزى الله خير والي امام,ar,
Ehsan,Ehsan,"الان اتبرع وانا واثق ثقه كبيره ان ما اتبرع به سوف يذهب الي المكان او الشخص الصحيح

شكرا للمن اني للفكره
شكرا لمن تبناها 
شكرا لمن بني هاذا البرنامج
شكرا لمن يقوم بلدعم الفني
شكرا لولاه الامر الذين يوفرون الدعم الا محدود ",5,الان اتبرع وانا واثق ثقه كبيره ان ما اتبرع به سوف يذهب الي المكان او الشخص الصحيح شكرا للمن اني للفكره شكرا لمن تبناها شكرا لمن بني هاذا البرنامج شكرا لمن يقوم بلدعم الفني شكرا لولاه الامر الذين يوفرون الدعم الا محدود,الان اتبرع أنا واثق ثق كبير ان ما اتبرع ب سوف ذهب الي مكان أو شخص صحيح شكر المن ان فكر شكر من تبنى شكر من بنون هاذ برنامج شكر من قام دعم فني شكر لولا أمر الذي وفر دعم الا محدود,ar,
Ehsan,Ehsan,الان حدثت دفع ابل باي غير موجود ابدا,5,الان حدثت دفع ابل باي غير موجود ابدا,الان حدث دفع إبل باي غير موجود أبد,ar,
Ehsan,Ehsan,التبرع اليومي احيانا ينقطع من نفسه في مشكله بالموقع,5,التبرع اليومي احيانا ينقطع من نفسه في مشكله بالموقع,تبرع يومي حين انقطع من نفس في مشكل موقع,ar,
Ehsan,Ehsan,التطبيق جميل جدا ومريح شكرا لكمأتمنى فقط إضافة خيار حفظ البطاقة في الدفع في التطبيق حيث لاحظت وجودها في الموقع فقط,5,التطبيق جميل جدا ومريح شكرا لكماتمني فقط اضافه خيار حفظ البطاقه في الدفع في التطبيق حيث لاحظت وجودها في الموقع فقط,تطبيق جميل جد مريح شكر ل أتمنى فقط اضاف خيار حفظ بطاقه في دفع في تطبيق حيث لاحظ وجود في موقع فقط,ar,
Ehsan,Ehsan,التطبيق ممتاز جدا لكن التحكم فيه ثقيل بيكون افضل لو كان سلسل وخفيف,5,التطبيق ممتاز جدا لكن التحكم فيه ثقيل بيكون افضل لو كان سلسل وخفيف,تطبيق ممتاز جد لكن تحكم في ثقيل بيكون أفضل لو كان سلسل خفيف,ar,
Ehsan,Ehsan,التطبيق يدعم ابل باي والتبرعات تتم بسهوله وبسرعهجزاكم الله خير,5,التطبيق يدعم ابل باي والتبرعات تتم بسهوله وبسرعه جزاكم الله خير,تطبيق دعم إبل باي تبرع تم سهل سرع جزى الله خير,ar,
Ehsan,Ehsan,الحمد لله بعد ماصرت اتبرع عن طريق التطبيق وجدت البركة والزيادة في الرزق والمال والصحة والابناء فصرت ازيد التبرع بدون تردد اسال الله جل جلاله ان يجعلها خالصة لوجهه الكريم وان يجزاء القائمين على هذا التطبيق كل خير وان يثبت قلوبنا على طاعته ,5,الحمد لله بعد ماصرت اتبرع عن طريق التطبيق وجدت البركه والزياده في الرزق والمال والصحه والابناء فصرت ازيد التبرع بدون تردد اسال الله جل جلاله ان يجعلها خالصه لوجهه الكريم وان يجزاء القاءمين علي هذا التطبيق كل خير وان يثبت قلوبنا علي طاعته,حمد الله بعد ماصر اتبرع عن طريق تطبيق وجد بركه زياده في رزق مال صحه ابناء صار ازيد تبرع دون تردد اسال الله جل جلال ان جعل خالص وجه كريم وان يجزاء قاءم علي هذا تطبيق كل خير وان ثبت قلب علي طاعة,ar,
Ehsan,Ehsan,الحمدلله ان يسر لنا هذي الوسيلة,5,الحمدلله ان يسر لنا هذي الوسيله,حمدلله ان يسر ل هذا وسيله,ar,
Ehsan,Ehsan,"السلام عليكم 
اتمنى حل مشكلة الدفع عن طريق ابل باي",5,السلام عليكم اتمني حل مشكله الدفع عن طريق ابل باي,سلام على أتمنى حل مشكل دفع عن طريق إبل باي,ar,
Ehsan,Ehsan,السلام عليكم صارلي ساعة احاول احمل التطبيق ما يتحمل ليش,5,السلام عليكم صارلي ساعه احاول احمل التطبيق ما يتحمل ليش,سلام على صارلي ساعي احاول أحمل تطبيق ما تحمل يش,ar,
Ehsan,Ehsan,"السلام عليكم ورحمة الله وبركاته 

عندي اقتراح لكم بالنسبة لبرنامج التبرع الدوري فمثلا اذا بغيت اسجل في برنامج التبرع الدوري اليومي او الشهري في التطبيق النظام لا يسمح الا بإختيار مجال واحد فقط لذلك اتمنى اتاحة المجال للتبرع لجميع المجالات الاربعة المتوفرة ويكون لكل مجال امر استقطاع خاص فيه

والله يجزاكم خير",5,السلام عليكم ورحمه الله وبركاته عندي اقتراح لكم بالنسبه لبرنامج التبرع الدوري فمثلا اذا بغيت اسجل في برنامج التبرع الدوري اليومي او الشهري في التطبيق النظام لا يسمح الا باختيار مجال واحد فقط لذلك اتمني اتاحه المجال للتبرع لجميع المجالات الاربعه المتوفره ويكون لكل مجال امر استقطاع خاص فيه والله يجزاكم خير,سلام على رحم الله بركة عند اقتراح ل نسب برنامج تبرع دوري مثل اذ بغية أسجل في برنامج تبرع دوري يومي أو شهري في تطبيق نظام لا سمح الا اختيار مجال واحد فقط ذلك أتمنى اتاح مجال تبرع جميع مجال اربعه متوفره كان كل مجال أمر استقطاع خاص في الله يجزاكم خير,ar,
Ehsan,Ehsan,اللّـه يجزاهم خير القائمين علي التطبيق وايضا المحسنين,5,الله يجزاهم خير القاءمين علي التطبيق وايضا المحسنين,الله يجزا خير قاءم علي تطبيق أيض محسن,ar,
Ehsan,Ehsan,الله يجزاكم خيرأتمنى التطبيق يتحسن أكثر ويكون متكامل مثل الموقع الرسمي لمنصة إحسان وأهم شي تضيفون خيار لحفظ البطاقة الائتمانية,5,الله يجزاكم خيراتمني التطبيق يتحسن اكثر ويكون متكامل مثل الموقع الرسمي لمنصه احسان واهم شي تضيفون خيار لحفظ البطاقه الاءتمانيه,الله يجزاكم خير أتمنى تطبيق تحسن أكثر كان متكامل مثل موقع رسمي منص إحسان واهم شي أضاف خيار حفظ بطاقه اءتمانيه,ar,
Ehsan,Ehsan,"المزايا المطلوبة لتسهيل وتحسين تجربة العميل في استخدام التطبيق :
١) اضافة سلة لجميع انواع التبرعات بحيث يمكن اضافة اكثر من تبرع والدفع مرة واحدةعلى سبيل المثال في خدمة فرجت لايمكن تجميع اكثر من تبرع وبالتالي اضطر لاجراء عملية دفع لكل تبرعكذلك سلة التبرعات الحالية تغطي فقط برامج المشاريع / المتجر / اغاثة ولا تغطي تيسرت / فرجت 
٢) تجزئة تصنيف برامج المشاريع والمتجر والاغاثة بحيث يكون هناك تفريق بين الصدقات / الزكاة / الاوقاف / الصدقات الجاريةوذلك حتى يسهل على مستخدم التطبيق اختيار نوع المساهمة او التبرع",5,المزايا المطلوبه لتسهيل وتحسين تجربه العميل في استخدام التطبيق اضافه سله لجميع انواع التبرعات بحيث يمكن اضافه اكثر من تبرع والدفع مره واحده علي سبيل المثال في خدمه فرجت لايمكن تجميع اكثر من تبرع وبالتالي اضطر لاجراء عمليه دفع لكل تبرع كذلك سله التبرعات الحاليه تغطي فقط برامج المشاريع المتجر اغاثه ولا تغطي تيسرت فرجت تجزءه تصنيف برامج المشاريع والمتجر والاغاثه بحيث يكون هناك تفريق بين الصدقات الزكاه الاوقاف الصدقات الجاريه وذلك حتي يسهل علي مستخدم التطبيق اختيار نوع المساهمه او التبرع,مزية مطلوب تسهيل تحسين جرب عميل في استخدام تطبيق اضاف سل جميع أنواع تبرع حيث أمكن اضاف أكثر من تبرع دفع مر واحد علي سبيل مثال في خدم فرجة ايم تجميع أكثر من تبرع تالي اضطر إجراء عمل دفع كل تبرع ذلك سل تبرع حاليه غطى فقط برنامج مشروع متجر اغاث لا غطى تيسر فرجة تجزء تصنيف برنامج مشروع متجر اغاثه حيث كان هناك تفريق بين صدقة زكى وقف صدقة جاريه ذلك حتي سهل علي مستخدم تطبيق اختيار نوع مساهمه أو تبرع,ar,
